idx,moltype,tr_avg_f1,vl_avg_f1,mem_score,mem_score2
37194,16S-rRNA,0.9988711775862069,0.6666092384821428,0.3322619391040641,0.19949915705909352
37196,16S-rRNA,0.943337358515625,0.7420046267000001,0.20133273181562483,0.11946105513408072
37199,16S-rRNA,0.999532270406504,0.8819233604761905,0.11760890993031359,0.06250953144993208
37202,16S-rRNA,0.8692273948305085,0.3595897334545455,0.509637661375963,0.4147384095200699
37206,16S-rRNA,0.8776273486607142,0.21136056476724135,0.6662667838934728,0.6118220190306558
37207,16S-rRNA,0.9025681633571428,0.22567629953409088,0.676891863823052,0.5999514166357637
37209,16S-rRNA,0.9987729677142858,0.794714987840909,0.20405797987337682,0.11377716769232962
37212,16S-rRNA,0.9523648498148148,0.38985086300000005,0.5625139868148148,0.41909357895620514
37213,16S-rRNA,0.9364242724576272,0.31877613482727274,0.6176481376303544,0.4920713330283069
37215,16S-rRNA,0.9992043842857142,0.7282559629411764,0.2709484213445378,0.1568478383770105
37217,16S-rRNA,0.8869534773584906,0.2778582335819672,0.6090952437765234,0.5229130494273153
37218,16S-rRNA,0.8522253848648649,0.32651454725641027,0.5257108376084546,0.44599391543678246
37219,16S-rRNA,0.9954335035714286,0.8223741143965517,0.17305938917487684,0.09520225763402274
37221,16S-rRNA,0.9230539622807017,0.6342971818421053,0.2887567804385964,0.18541533264884938
37222,16S-rRNA,0.9612045969491526,0.7011731669090909,0.2600314300400617,0.15642138369112318
37223,16S-rRNA,0.9459679729285715,0.58295651625,0.3630114566785715,0.2374292904900769
37224,16S-rRNA,0.9999214718181818,0.9128267758878506,0.08709469593033126,0.04553379987919703
37226,16S-rRNA,0.9087919561600001,0.42056478689320387,0.4882271692667962,0.3672657259370867
37227,16S-rRNA,0.9385396128148148,0.4815886579569893,0.4569509548578255,0.3217673813432952
37229,16S-rRNA,0.002108004514186167,3.775944291666667e-11,0.002108004476426724,0.9999999641751791
37233,16S-rRNA,0.9280383392105264,0.6112414649122807,0.31679687429824566,0.20580850437310805
37236,16S-rRNA,0.9002812605555556,0.6681674360833333,0.23211382447222229,0.14798942736834886
37237,16S-rRNA,0.9589339207438016,0.7990718694392523,0.15986205130454922,0.09093374560950875
37239,16S-rRNA,0.9951760487603305,0.8592299896261683,0.13594605913416224,0.07330975866129492
37244,16S-rRNA,0.9994604608653846,0.711389995967742,0.28807046489764265,0.1683785182668017
37248,16S-rRNA,0.8814182307692308,0.4321657031531531,0.44925252761607765,0.3420051935886594
37252,16S-rRNA,0.9455066229577466,0.6967260644186047,0.24878055853914183,0.15148922588832178
37254,16S-rRNA,0.9999943738392857,0.9629345434482759,0.037059830391009796,0.018879863689725586
37257,16S-rRNA,0.9637740345454545,0.7708680297647059,0.1929060047807486,0.11120795969943474
37259,16S-rRNA,0.996844066440678,0.8213764328181817,0.1754676336224963,0.09650514538474302
37261,23S-rRNA,0.9795142042307692,0.5546283641129033,0.4248858401178659,0.276953295531452
37266,23S-rRNA,0.9999935442068965,0.7343356328915663,0.2656579113153301,0.15317617602430958
37268,23S-rRNA,0.9848894468852459,0.6070555128301887,0.3778339340550573,0.23734107875349933
37270,23S-rRNA,0.9954054075630252,0.5563864266972477,0.4390189808657775,0.28291100080124754
37273,23S-rRNA,0.9999943348920864,0.6647544775280899,0.33523985736399653,0.20137563989406423
37275,23S-rRNA,0.9846871476271186,0.43940062063636365,0.545286526990755,0.3829023316840026
37277,23S-rRNA,0.9972808528571429,0.38928644706896554,0.6079944057881773,0.43848892572367604
37278,23S-rRNA,0.9981085903521126,0.5365529267441861,0.46155566360792655,0.3007540480204563
37280,23S-rRNA,0.9999951224193547,0.49062271432692306,0.5093724080924317,0.34171898090545477
37284,23S-rRNA,0.9973261368932038,0.53492935032,0.4623967865732038,0.3017752525162693
37291,23S-rRNA,0.999182091754386,0.570266270877193,0.42891582087719304,0.2732908142055765
37292,23S-rRNA,0.9987633606666667,0.5635857114814815,0.4351776491851852,0.2785406007806173
37294,23S-rRNA,0.999993383283582,0.6120936991489362,0.3878996841346458,0.24061955980028968
37331,5S-rRNA,0.9951777790909091,0.962085308224299,0.033092470866610046,0.016907523102580566
37366,5S-rRNA,0.9872534484873949,0.9532518596330275,0.03400158885436744,0.017522028263504956
37380,5S-rRNA,0.9943715309302326,0.9686994382828283,0.02567209264740422,0.013077516325197061
37410,5S-rRNA,0.983692625471698,0.7960638596721311,0.1876287657995669,0.10542384161303049
37492,5S-rRNA,0.9886929423008849,0.9514133937391305,0.037279548561754416,0.019215208913675497
37542,5S-rRNA,0.9763544813636363,0.8961373237288135,0.08021715763482284,0.04283979102961271
37586,5S-rRNA,0.9968735823584906,0.9768668613934426,0.020006720965047964,0.010136449819621004
37597,5S-rRNA,0.9998553743518519,0.99925767025,0.0005977041018518925,0.00029898464394790273
37655,5S-rRNA,0.9324697645689655,0.7133292772321429,0.21914048733682256,0.13315142479181566
37659,5S-rRNA,0.9937353233018867,0.9612455240163934,0.03248979928549334,0.016618985976287595
37660,5S-rRNA,0.9999938419130434,0.9995833948672567,0.00041044704578674374,0.00020526691254379428
37962,5S-rRNA,0.9896644364705882,0.9168763044036697,0.07278813206691848,0.03817811521485817
37986,5S-rRNA,0.9917443323076923,0.9618935371171171,0.029850795190575208,0.015279594881810868
37997,5S-rRNA,0.9501978854700854,0.6904975685585586,0.25970031691152684,0.1582867291268748
38013,5S-rRNA,0.9805973527678571,0.899620161637931,0.08097719112992607,0.04306799107523343
38056,5S-rRNA,0.94925457,0.7260216926229508,0.22323287737704922,0.13325138208998283
38065,5S-rRNA,0.9852150799,0.90767832125,0.07753675864999998,0.0409620312495641
38067,5S-rRNA,0.9591616940350878,0.8015743750000001,0.15758731903508771,0.08950081832619476
